Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,COA TWIN OAKS #1,1800 S 5th St,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.248932,-97.762283,10/29/2022,150470,2022-10-29 01:02:49 UTC,,,,12/21/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Barons Creek Vineyards - Tesla Destination,5865 E Hwy 290,,Fredericksburg,TX,78624,,830-304-3000  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.223633,-98.800509,11/3/2020,150524,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,,
ELEC,Hyatt House Dallas/Frisco - Tesla Destination,2875 Parkwood Blvd,,Frisco,TX,75034,,972-668-4500  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Non-Networked,,200-9,33.102241,-96.816574,11/3/2020,150527,2021-06-07 17:08:43 UTC,P,,,9/30/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,La Quinta by Wyndham Houston East I-10 - Tesla Destination,16211 East Fwy,,Channelview,TX,77530,,281-864-5293  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.783169,-95.112826,11/3/2020,150595,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Abilene Eye Institute - Tesla Destination,2120 Antilley Rd,,Abilene,TX,79606,,325-695-2020  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.37315,-99.749347,11/3/2020,150612,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,,
ELEC,Home2 Suites by Hilton McKinney - Tesla Destination,2630 S Central Expy,,McKinney,TX,75070,,469-678-5045  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.176869,-96.641303,11/3/2020,150620,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,"The Bevy Hotel Boerne, a DoubleTree by Hilton - Tesla Destination",101 Herff Rd,,Boerne,TX,78006,,830-816-5606  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.777076,-98.716912,11/3/2020,150661,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Element by Westin Dallas East - Tesla Destination,4005 Gaston Ave,,Dallas,TX,75246,,469-399-1049  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.79365,-96.778059,11/3/2020,150684,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Wilson Air Center Houston - Tesla Destination,9000 Randolph St,,Houston,TX,77061,,713-649-8700  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.635292,-95.275712,11/3/2020,150691,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,,
ELEC,La Quinta Inn & Suites Houston Channelview - Tesla Destination,5520 E Sam Houston Pkwy N,,Houston,TX,77015,,281-452-4402  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.804031,-95.162113,11/3/2020,150712,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Pieology Pizzeria Edinburg - Tesla Destination,508 W Trenton Rd,,Edinburg,TX,78539,,956-800-7070  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,26.262162,-98.17597,11/3/2020,150745,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Coppell Market Center,700-760 N Denton Tap Rd,,Coppell,TX,75019,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,200-9,32.987874,-96.991961,5/5/2022,151803,2022-05-05 20:22:04 UTC,P,,,7/23/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark 17 IMAX,11819 Webb Chapel Rd,,Dallas,TX,75234,,888-264-2208,E,,Public,6am-12am daily,,,,,,4,,,Volta,https://voltacharging.com/,GPS,32.910789,-96.873885,4/8/2021,151804,2022-10-17 15:38:16 UTC,P,,,7/29/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark 1643 West Henderson Street,2825 Wind River,,Denton,TX,76210,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,33.176377,-97.098632,5/5/2022,151805,2022-05-05 20:22:04 UTC,P,,,9/21/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark at Alliance Town Center,9228 Sage Meadow Trail,,Fort Worth,TX,76177,,888-264-2208,E,,Public,6am-12am daily,,,,,,4,,,Volta,https://voltacharging.com/,GPS,32.906356,-97.314215,4/8/2021,151806,2022-10-17 15:38:16 UTC,P,,,9/20/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Stonebriar Centre,2601 Preston Rd,,Frisco,TX,75034,,888-264-2208,E,,Public,6am-12am daily,,,,,,4,,,Volta,https://voltacharging.com/,GPS,33.098539,-96.810621,5/5/2022,151807,2022-05-05 20:22:04 UTC,P,,,10/27/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cut-by Cinemark Frisco,6969 US Highway 380,,Frisco,TX,75033,,888-264-2208,E,,Public,6am-12am daily,,,,,,6,,,Volta,https://voltacharging.com/,GPS,33.217544,-96.821993,5/5/2022,151808,2022-05-05 20:22:04 UTC,P,,,7/31/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Hollywood USA Movies,4040 S Shiloh Rd,,Garland,TX,75041,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,32.868063,-96.664585,4/8/2021,151809,2022-10-17 15:38:16 UTC,P,,,8/29/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark 16 Grand Prairie,220 W Westchester Pkwy,,Grand Prairie,TX,75052,,888-264-2208,E,,Public,6am-12am daily,,,,,,4,,,Volta,https://voltacharging.com/,GPS,32.673519,-97.009074,4/8/2021,151810,2022-10-17 15:38:16 UTC,P,,,8/30/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark Tinseltown Grapevine & XD,911 State Highway 114 W,,Grapevine,TX,76051,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,32.919894,-97.085075,4/8/2021,151811,2022-10-17 15:38:16 UTC,P,,,9/21/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Kirkwood Market Place,11940 Westheimer Rd,,Houston,TX,77077,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,29.737242,-95.589918,4/8/2021,151812,2022-10-17 15:38:16 UTC,P,,,10/13/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Spring Cypress Village,22506 Tomball Pkwy,,Houston,TX,77070,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,30.011604,-95.587906,4/8/2021,151813,2022-10-17 15:38:16 UTC,P,,,6/20/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark Movies 14 McKinney,1701 S Central Expy,,McKinney,TX,75069,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,33.188098,-96.638049,4/8/2021,151814,2022-10-17 15:38:16 UTC,P,,,8/23/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Town East Mall,2063 Town East Mall,,Mesquite,TX,75150,,888-264-2208,E,,Public,6am-12am daily,,,,,,3,,,Volta,https://voltacharging.com/,GPS,32.807836,-96.625087,5/5/2022,151815,2022-05-05 20:22:04 UTC,P,,,10/31/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Murphy Marketplace,299 E Farm to Market Rd 544,,Murphy,TX,75094,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,33.012948,-96.608525,4/8/2021,151816,2022-10-17 15:38:16 UTC,P,,,7/25/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark West Plano,3800 Dallas Pkwy,,Plano,TX,75093,,888-264-2208,E,,Public,6am-12am daily,,,,,,4,,,Volta,https://voltacharging.com/,GPS,33.049737,-96.828149,5/5/2022,151817,2022-05-05 20:22:04 UTC,P,,,9/16/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark HQ,3900 Dallas Pkwy # 500,,Plano,TX,75093,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,33.051406,-96.828144,4/8/2021,151818,2022-10-17 15:38:16 UTC,P,,,9/12/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Cinemark Legacy & XD,7201 Central Expy Suite #100,,Plano,TX,75025,,888-264-2208,E,,Public,6am-12am daily,,,,,,4,,,Volta,https://voltacharging.com/,GPS,33.070621,-96.691215,9/14/2022,151819,2022-09-14 15:49:44 UTC,P,,,8/26/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,West Park Village,1818 Coit Rd,,Plano,TX,75075,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,33.024927,-96.768922,5/5/2022,151820,2022-05-05 20:22:04 UTC,P,,,10/24/2019,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Hulen Mall,4800 S Hulen St,,Fort Worth,TX,76132,,888-264-2208,E,,Public,6am-12am daily,,,,,,5,,,Volta,https://voltacharging.com/,GPS,32.678001,-97.39685,5/5/2022,151842,2022-05-05 20:22:04 UTC,P,,,11/1/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE
ELEC,The Woodlands Mall,1201 Lake Woodlands Dr,,The Woodlands,TX,77380,,888-264-2208,E,,Public,6am-12am daily,,,,,,4,,,Volta,https://voltacharging.com/,GPS,30.164954,-95.455106,5/5/2022,151845,2022-05-05 20:22:04 UTC,P,,,11/1/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE
ELEC,365 Cedar Park,5001 183A Toll Rd,,Cedar Park,TX,78613,,888-264-2208,E,,Public,6am-12pm daily,,,,,,1,,,Volta,https://voltacharging.com/,GPS,30.535359,-97.817751,5/5/2022,152209,2022-05-05 20:22:04 UTC,P,,,1/20/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Oncor Electric,1616 Woodall Rodgers Fwy,,Dallas,TX,75202,,,E,,Private,Employee and visitor use only,,,,,,9,,,Non-Networked,,200-9,32.786667,-96.803696,8/4/2021,152212,2022-05-17 12:36:06 UTC,P,,,1/6/2020,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,
ELEC,WILD WEST HD STATION 1,5702 58th St,,Lubbock,TX,79424,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.541666,-101.937828,10/29/2022,152274,2022-10-29 01:03:29 UTC,,,,1/8/2020,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,7700 PARMER 7700 PARMER 3,7700 W PARMER LN,,Austin,TX,78729,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.458615,-97.752557,10/29/2022,152285,2022-10-29 01:01:35 UTC,,,,1/8/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TINSLEY STATION 1,919 Gillette St,,Houston,TX,77019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.758725,-95.383028,10/29/2022,152329,2022-10-29 01:03:17 UTC,,,,1/9/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CAPITAL ONE PLANO FLOOR 7,8058 Dominion Pkwy,,Plano,TX,75024,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.084002,-96.809227,10/29/2022,152456,2022-10-29 01:03:40 UTC,,,,1/16/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ACC CYP STAT1,ACC Cypress Creek,,Cedar Park,TX,78613,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.479233,-97.8346,10/29/2022,152494,2022-10-29 01:03:26 UTC,,,,1/17/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Town East Mall,2063 Town East Mall,,Mesquite,TX,75150,,888-264-2208,E,,Public,6am-12pm daily,,,,,,3,,,Volta,https://voltacharging.com/,GPS,32.808292,-96.62644,5/5/2022,152699,2022-05-05 20:22:04 UTC,P,,,1/20/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,FALSE
ELEC,The Woodlands Mall,1201 Lake Woodlands Dr,,The Woodlands,TX,77380,,888-264-2208,E,,Public,6am-12pm daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,30.165612,-95.455672,5/5/2022,152700,2022-05-05 20:22:04 UTC,P,,,1/20/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,FALSE
ELEC,The Woodlands Mall,1201 Lake Woodlands Dr,,The Woodlands,TX,77380,,888-264-2208,E,,Public,6am-12pm daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,30.16441,-95.457838,5/5/2022,152701,2022-05-05 20:22:04 UTC,P,,,1/20/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,FALSE
ELEC,The Woodlands Mall,1201 Lake Woodlands Dr,,The Woodlands,TX,77380,,888-264-2208,E,,Public,6am-12pm daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,30.163516,-95.456629,5/5/2022,152702,2022-05-05 20:22:04 UTC,P,,,1/20/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,FALSE
ELEC,The Woodlands Mall,1201 Lake Woodlands Dr,,The Woodlands,TX,77380,,888-264-2208,E,,Public,6am-12pm daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,30.163315,-95.453696,5/5/2022,152703,2022-05-05 20:22:04 UTC,P,,,1/20/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,FALSE
ELEC,Stonebriar Centre,2601 Preston Rd,,Frisco,TX,75034,,888-264-2208,E,,Public,6am-12pm daily,,,,,,6,,,Volta,https://voltacharging.com/,GPS,33.098532,-96.810249,5/5/2022,152742,2022-05-05 20:22:04 UTC,P,,,1/20/2020,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,FALSE
ELEC,PALOMA RIDGE PALOMA BDG C #3,13620 N FM 620,,Austin,TX,78717,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.477716,-97.779045,10/29/2022,152885,2022-10-29 01:03:42 UTC,,,,1/23/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,The Standard Garage,315 Boyett Street,,College Station,TX,77840,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,30.6187233,-96.3489274,10/29/2022,153040,2022-10-29 00:34:21 UTC,,,,1/25/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,
ELEC,MISSIONRANCHAPT STATION 1,5600 Babcock Rd,,San Antonio,TX,78240,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.519985,-98.597556,10/29/2022,153120,2022-10-29 01:03:55 UTC,,,,1/29/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Floor 2 BAE906309 3R 620,1445 North Loop West,,Houston,TX,77008,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,29.8115941,-95.426283,10/29/2022,153140,2022-10-29 00:34:21 UTC,,,,1/30/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,
ELEC,FOUNDATION WF GUEST PARKING,315 Central E Fwy,,Wichita Falls,TX,76301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.889353,-98.487073,10/29/2022,153142,2022-10-29 01:04:02 UTC,,,,1/30/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OLYMPUS 6 OLYMPUS 6,9550 Rombauer RD,,Coppell,TX,75019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.937695,-96.98405,10/29/2022,153148,2022-10-29 01:03:54 UTC,,,,1/30/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,AMERICANAIRLINE SV7 GARAGE 2,4200 American Blvd,,Fort Worth,TX,76155,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.829214,-97.066968,10/29/2022,153312,2022-10-29 01:01:37 UTC,,,,2/5/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ACC-AE NORTHRIDGE2,11928 Stonehollow,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.404151,-97.705712,10/29/2022,153329,2022-10-29 01:00:52 UTC,,,,2/6/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Texas Best Smokehouse - Tesla Supercharger,3313 I-35W,,Alvarado,TX,76009,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,GPS,32.464202,-97.264723,10/11/2021,153438,2021-11-04 18:37:47 UTC,P,,,1/31/2020,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,FOURTEEN5 West Garage,"14555 Dallas Parkway
Suite 140",,Dallas,TX,75254,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,32.9435587,-96.8229379,10/29/2022,153550,2022-10-29 00:34:21 UTC,,,,2/8/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,
ELEC,FTW STATION EV 01,15861 N Fwy,,Fort Worth,TX,76177,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.022496,-97.28065,10/29/2022,153656,2022-10-29 00:52:45 UTC,,,,2/12/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,AMERICANAIRLINE GARAGE 5 LL1 #1,4500 Crewmember Way,,Fort Worth,TX,76155,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.830625,-97.062827,10/29/2022,153723,2022-10-29 01:00:25 UTC,,,,2/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Cinemark Hollywood Movies 20,"2101 East, TX-8 Beltway",,Pasadena,TX,77503,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,29.68047,-95.153644,4/8/2021,153796,2022-10-17 15:38:16 UTC,P,,,2/14/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Pearl Midtown,515 Elgin St,,Houston,TX,77006,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,29.744288,-95.380189,4/8/2021,153797,2022-10-17 15:38:16 UTC,P,,,2/14/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,FALSE
ELEC,Town Crossing Shopping Center,3600 Gus Thomasson Rd,,Mesquite,TX,75150,,888-264-2208,E,,Public,6am-12am daily,,,,,,2,,,Volta,https://voltacharging.com/,GPS,32.814215,-96.63389,5/5/2022,153798,2022-05-05 20:22:04 UTC,P,,,2/14/2020,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,FALSE
ELEC,DHM-GARAGE STATION 4,301 N Houston St,,Dallas,TX,75202,,888-758-4389,T,9/9/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.780895,-96.808846,10/29/2022,154081,2022-10-29 01:04:32 UTC,,,,2/27/2020,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,
ELEC,LONGHORN HARLEY DCFAST HOG,2830 I-20 Frontage Rd,,Grand Prairie,TX,75052,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.677839,-97.053637,10/29/2022,154083,2022-10-29 00:59:18 UTC,,,,2/27/2020,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LADERA BEND BUILDING 1,7300 Ranch Rd 2222,,Austin,TX,78750,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.373991,-97.802572,10/29/2022,154084,2022-10-29 00:52:54 UTC,,,,2/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LONE STAR FOOD LONESTAR VALERO,3707 S U.S. 75,,Sherman,TX,75090,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.595005,-96.604097,10/29/2022,154149,2022-10-29 01:02:47 UTC,,,,2/28/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY CEDAR PARK CP LIBRARY,550 Discovery Blvd,,Cedar Park,TX,78613,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.51841,-97.824717,10/29/2022,154178,2022-10-29 01:04:40 UTC,,,,2/29/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY CEDAR PARK CP REC CENTER,1435 Main St,,Cedar Park,TX,78613,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.52763,-97.824967,10/29/2022,154179,2022-10-29 01:04:39 UTC,,,,2/29/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY CEDAR PARK CP CITY HALL,500 Cypress Creek Road,,Cedar Park,TX,78613,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.49578,-97.821963,10/29/2022,154180,2022-10-29 01:04:39 UTC,,,,2/29/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
